frame_idx,track_id,object_type,conf,cx,cy,cx_norm,cy_norm,video_w,video_h
82,0,ball,0.02915593981742859,1428.2440501138203,474.94003056394587,0.7438771094342814,0.4397592875592091,1920,1080
83,0,ball,0.12,1427.9910785539294,474.9976319252271,0.7437453534135049,0.43981262215298805,1920,1080
84,0,ball,0.02042178064584732,1427.794660104917,474.7855306311167,0.7436430521379777,0.4396162320658488,1920,1080
85,0,ball,0.22455698251724243,1427.8978928443619,474.38538117857956,0.7436968191897718,0.4392457233134996,1920,1080
86,0,ball,0.029437506571412086,1428.9134925771295,473.9473643869522,0.7442257773839216,0.4388401522101409,1920,1080
87,0,ball,0.0,1431.0804025368273,473.5908913939496,0.7453543763212642,0.4385100846240274,1920,1080
88,0,ball,0.0,1434.0335558089973,473.32471428814137,0.7468924769838527,0.4382636243408716,1920,1080
89,0,ball,0.0,1437.4871217594382,473.1605651251404,0.7486912092497074,0.43811163437513,1920,1080
90,0,ball,0.0,1441.3500765179792,473.1494844263004,0.7507031648531142,0.43810137446879666,1920,1080
91,0,ball,0.3813468813896179,1445.6966144321689,473.3885079704476,0.7529669866834213,0.43832269256522927,1920,1080
92,0,ball,0.34186333417892456,1450.6184541646765,473.98144134839026,0.7555304448774357,0.4388717049522132,1920,1080
93,0,ball,0.44690895080566406,1455.685936831116,474.8216817237003,0.7581697587662062,0.43964970529972247,1920,1080
94,0,ball,0.35556432604789734,1460.1187766124715,475.6271269427893,0.7604785294856622,0.44039548790999006,1920,1080
95,0,ball,0.35457733273506165,1463.8535309775411,476.21016823366824,0.7624237140508027,0.44093534095710024,1920,1080
96,0,ball,0.0434277206659317,1468.229402662073,476.75170736680315,0.7647028138864963,0.4414367660803733,1920,1080
97,0,ball,0.0,1474.0823616513942,477.4933444879466,0.7677512300267678,0.4421234671184691,1920,1080
98,0,ball,0.36974790692329407,1480.4435073169236,478.3877765103101,0.7710643267275644,0.4429516449169538,1920,1080
99,0,ball,0.28292611241340637,1486.1572927804434,479.31447866328114,0.7740402566564809,0.44380970246600104,1920,1080
100,0,ball,0.3819631040096283,1490.9310073915526,480.03323774569924,0.776526566349767,0.4444752201349067,1920,1080
101,0,ball,0.38208380341529846,1494.7178350338784,480.62288017143777,0.7784988724134784,0.4450211853439239,1920,1080
102,0,ball,0.3474779725074768,1498.7125093997631,481.28358618887256,0.7805794319790433,0.445632950174882,1920,1080
103,0,ball,0.3629553020000458,1503.1124384242623,482.0446070892655,0.7828710616793033,0.4463375991567273,1920,1080
104,0,ball,0.41617414355278015,1507.5512173139546,482.81408841495636,0.7851829256843513,0.44705008186570033,1920,1080
105,0,ball,0.3465455174446106,1511.765264780477,483.5149841118527,0.7873777420731651,0.44769905936282656,1920,1080
106,0,ball,0.4570261836051941,1515.291323475811,484.17478249059394,0.7892142309769848,0.44830998378758696,1920,1080
107,0,ball,0.4566158652305603,1518.239159173972,484.7496567744278,0.7907495620697771,0.44884227479113686,1920,1080
108,0,ball,0.41194382309913635,1521.549953548847,485.376198037699,0.7924739341400245,0.44942240559046204,1920,1080
109,0,ball,0.3498768210411072,1525.272741215133,485.9663770070853,0.7944128860495484,0.44996886759915306,1920,1080
110,0,ball,0.4296949505805969,1528.9906332662972,486.55351826552,0.7963492881595298,0.4505125169125185,1920,1080
111,0,ball,0.37098029255867004,1532.6012753962007,487.0799285159688,0.7982298309355211,0.4509999338110822,1920,1080
112,0,ball,0.3009694516658783,1536.0791037377846,487.5100936428369,0.8000411998634295,0.4513982348544786,1920,1080
113,0,ball,0.30764251947402954,1539.174284747735,487.7949970177687,0.801653273306112,0.4516620342757118,1920,1080
114,0,ball,0.33678174018859863,1543.1953521190587,487.91570494374776,0.8037475792286765,0.4517738008738405,1920,1080
115,0,ball,0.3314385414123535,1549.087851794003,487.7055930794095,0.8068165894760432,0.45157925285130507,1920,1080
116,0,ball,0.0,1557.5065283876845,486.8945426115493,0.8112013168685857,0.450828280195879,1920,1080
117,0,ball,0.0,1567.1900574816852,485.69275706637745,0.8162448216050444,0.44971551580220137,1920,1080
118,0,ball,0.28240400552749634,1576.9754928860332,484.3049240063623,0.8213414025448089,0.4484304851910762,1920,1080
119,0,ball,0.28350844979286194,1586.453061748219,482.8298411162472,0.8262776363271974,0.4470646677002289,1920,1080
120,0,ball,0.0,1598.0080429932507,481.03505726094426,0.8322958557256513,0.44540283079717063,1920,1080
121,0,ball,0.30445563793182373,1610.941483188227,479.30158341501556,0.8390320224938682,0.4437977624213107,1920,1080
122,0,ball,0.0,1624.130691258046,478.0600207270662,0.845901401696899,0.4426481673398761,1920,1080
123,0,ball,0.0,1636.6517431215589,477.28818473099227,0.8524227828758119,0.4419335043805484,1920,1080
124,0,ball,0.42033129930496216,1647.7583486494418,476.9204126576226,0.8582074732549176,0.44159297468298386,1920,1080
125,0,ball,0.4210076630115509,1657.2192678515737,476.87027166001275,0.8631350353393613,0.4415465478333451,1920,1080
126,0,ball,0.0,1667.7167403911185,476.8405198674946,0.8686024689537075,0.4415189998773098,1920,1080
127,0,ball,0.32673677802085876,1678.975814880619,476.2987178867712,0.8744665702503224,0.44101733137664,1920,1080
128,0,ball,0.0,1690.151212937744,474.7631912116264,0.8802870900717417,0.4395955474181726,1920,1080
129,0,ball,0.0,1700.617600608691,472.59258142812,0.8857383336503599,0.43758572354455555,1920,1080
130,0,ball,0.297207236289978,1709.8096425529168,470.14465137827153,0.8905258554963108,0.43531912164654774,1920,1080
131,0,ball,0.29747146368026733,1717.5055690663742,467.55775826717326,0.8945341505554032,0.43292385024738267,1920,1080
132,0,ball,0.0,1725.8520916237264,464.2730354364803,0.8988812977206908,0.42988244021896327,1920,1080
133,0,ball,0.36303600668907166,1734.5571442665912,460.65410377346194,0.9034151793055163,0.4265315775680203,1920,1080
134,0,ball,0.0,1742.8835801272403,457.1549744154775,0.9077518646496043,0.423291642977294,1920,1080
135,0,ball,0.0,1750.6001568404108,453.97847282840354,0.9117709150210473,0.4203504378040773,1920,1080
136,0,ball,0.3059311509132385,1757.4732743023517,451.2810081297078,0.9153506636991415,0.417852785305285,1920,1080
137,0,ball,0.0,1763.2900698130663,449.14180467609884,0.9183802446943053,0.4158720413667582,1920,1080
138,0,ball,0.3776136040687561,1768.595589309543,447.1090155712659,0.9211435360987202,0.4139898292326536,1920,1080
139,0,ball,0.0,1773.7131837304714,444.775056337862,0.9238089498596206,0.41182875586839074,1920,1080
140,0,ball,0.3360062837600708,1778.0746677584348,442.2750758919229,0.9260805561241848,0.40951395915918787,1920,1080
141,0,ball,0.4034866392612457,1780.8473058413801,439.9033525801973,0.9275246384590522,0.4073179190557382,1920,1080
142,0,ball,0.0,1781.9439901289031,438.05590414726913,0.9280958281921371,0.4056073186548788,1920,1080
143,0,ball,0.0,1781.8331077180208,436.68806185221024,0.9280380769364691,0.4043407980113058,1920,1080
144,0,ball,0.4341464936733246,1780.7798815374383,435.7449306243148,0.9274895216340825,0.40346752835584704,1920,1080
145,0,ball,0.06734335422515869,1778.7908792500264,435.20045009587017,0.9264535829427221,0.4029633797183983,1920,1080
146,0,ball,0.3701117932796478,1775.816237042628,434.83125808040745,0.9249042901263688,0.4026215352596365,1920,1080
147,0,ball,0.5039684772491455,1773.107224854892,434.440664102914,0.9234933462785896,0.4022598741693648,1920,1080
148,0,ball,0.4842526614665985,1771.0599178505524,434.18261010134023,0.9224270405471627,0.4020209352790187,1920,1080
149,0,ball,0.48674166202545166,1769.387930402716,434.1898216031756,0.9215562137514145,0.40202761259553293,1920,1080
150,0,ball,0.07854533940553665,1767.5387103902358,434.36645058384477,0.9205930783282478,0.4021911579480044,1920,1080
151,0,ball,0.46767720580101013,1765.7071738621758,434.3534391428364,0.9196391530532165,0.40217911031744114,1920,1080
152,0,ball,0.21419009566307068,1763.4558111481165,433.9995449465477,0.9184665683063107,0.4018514305060627,1920,1080
153,0,ball,0.12141096591949463,1761.095027603781,433.20593272645834,0.917236993543636,0.4011166043763503,1920,1080
154,0,ball,0.0226316899061203,1758.576838418094,432.25425038655584,0.9159254366760906,0.40023541702458876,1920,1080
155,0,ball,0.0,1757.6151692427018,431.49714106863513,0.9154245673139072,0.39953438987836587,1920,1080
156,0,ball,0.0,1757.8355437331015,430.96670689022267,0.9155393456943237,0.39904324712057654,1920,1080
157,0,ball,0.3710676431655884,1758.6556256055756,430.63719791589455,0.9159664716695706,0.39873814621842085,1920,1080
158,0,ball,0.45682135224342346,1759.641576841505,430.46146380248155,0.9164799879382838,0.3985754294467422,1920,1080
159,0,ball,0.5441434979438782,1760.8495154807038,430.2237009273673,0.9171091226461999,0.3983552786364512,1920,1080
160,0,ball,0.4765748679637909,1762.1058385390975,430.0380437643758,0.9177634575724466,0.3981833738559035,1920,1080
161,0,ball,0.47660031914711,1763.5214573651356,430.06413088350524,0.9185007590443415,0.3982075285958382,1920,1080
162,0,ball,0.375903457403183,1765.561475242375,430.31242612610026,0.9195632683554037,0.39843743159824097,1920,1080
163,0,ball,0.41837409138679504,1768.3151238834894,430.6574103739028,0.9209974603559841,0.3987568614573174,1920,1080
164,0,ball,0.42806655168533325,1771.222970283013,430.91326708916165,0.9225119636890693,0.3989937658232978,1920,1080
165,0,ball,0.3944922685623169,1773.8424800828911,430.9754663539225,0.9238762917098391,0.39905135773511347,1920,1080
166,0,ball,0.06452223658561707,1775.9809592693116,430.87307547492543,0.9249900829527664,0.3989565513656717,1920,1080
167,0,ball,0.0,1778.1090385720797,430.7034820229668,0.9260984575896248,0.3987995203916359,1920,1080
168,0,ball,0.39582812786102295,1780.1969045091755,430.4893804217419,0.9271858877651956,0.3986012781682795,1920,1080
169,0,ball,0.4290250241756439,1782.0984287678625,430.2404865121114,0.9281762649832618,0.39837082084454756,1920,1080
170,0,ball,0.4304739534854889,1783.7619093558392,430.04918782228435,0.929042661122833,0.3981936924280411,1920,1080
171,0,ball,0.4418102204799652,1785.02309492168,429.8798997873571,0.9296995286050417,0.39803694424755287,1920,1080
172,0,ball,0.389145165681839,1786.1783829156307,429.71538869101096,0.9303012411018909,0.3978846191583435,1920,1080
173,0,ball,0.39010706543922424,1787.392659100326,429.63263489443887,0.9309336766147531,0.39780799527262856,1920,1080
174,0,ball,0.3022550940513611,1789.101293894489,429.61972259088463,0.9318235905700463,0.3977960394360043,1920,1080
175,0,ball,0.36812180280685425,1791.299672849209,429.6638544407293,0.932968579608963,0.39783690225993457,1920,1080
176,0,ball,0.4034770131111145,1793.5428954019192,429.6590799374573,0.9341369246884995,0.3978324814235716,1920,1080
177,0,ball,0.43012574315071106,1795.5772447847114,429.674680134068,0.9351964816587038,0.397846926050063,1920,1080
178,0,ball,0.4107794761657715,1797.2922430750884,429.7487655784404,0.9360897099349419,0.3979155236837411,1920,1080
179,0,ball,0.41094520688056946,1798.878037730624,429.82198279087646,0.9369156446513667,0.3979833173989597,1920,1080
180,0,ball,0.30146828293800354,1800.8298081914497,429.8951959103337,0.9379321917663801,0.3980511073243831,1920,1080
181,0,ball,0.3536284863948822,1803.0811618833886,429.96117740641375,0.9391047718142649,0.39811220130223496,1920,1080
182,0,ball,0.37371790409088135,1805.0460775934332,429.9840189740998,0.9401281654132465,0.39813335090194424,1920,1080
183,0,ball,0.40558922290802,1806.6715183968536,430.0308016986551,0.9409747491650279,0.3981766682394955,1920,1080
184,0,ball,0.020594093948602676,1808.010860382004,430.08965600412336,0.9416723231156271,0.3982311629667809,1920,1080
185,0,ball,0.0,1810.263856079835,430.2261138152629,0.942845758374914,0.3983575127919101,1920,1080
186,0,ball,0.21200969815254211,1812.9788534866032,430.3821799295686,0.9442598195242725,0.3985020184533043,1920,1080
187,0,ball,0.3339587152004242,1815.5528156563673,430.5006004924037,0.9456004248210247,0.398611667122596,1920,1080
188,0,ball,0.35606229305267334,1818.0234776165435,430.625733705518,0.946887227925283,0.39872753120881294,1920,1080
189,0,ball,0.36156484484672546,1820.4627780500407,430.78534614101955,0.9481576969010629,0.39887532050094404,1920,1080
190,0,ball,0.331348717212677,1822.8483915944837,430.96412605942504,0.9494002039554602,0.3990408574624306,1920,1080
191,0,ball,0.3311294615268707,1825.2755189786296,431.0914686610604,0.9506643328013696,0.3991587672787596,1920,1080
192,0,ball,0.2889479994773865,1828.3822755572785,431.1514839556127,0.9522824351860826,0.3992143369959377,1920,1080
193,0,ball,0.34313687682151794,1831.7992675698677,431.07406606309564,0.9540621185259728,0.3991426537621256,1920,1080
194,0,ball,0.32599908113479614,1835.160527967249,430.84330191545854,0.9558127749829421,0.3989289832550542,1920,1080
195,0,ball,0.33177411556243896,1838.3501527266844,430.4983666053416,0.9574740378784815,0.3986095987086496,1920,1080
196,0,ball,0.4042508602142334,1841.0524063574837,430.1185247702343,0.9588814616445228,0.3982578933057725,1920,1080
197,0,ball,0.4064640998840332,1843.3267175169497,429.86064301776526,0.9600659987067446,0.3980191139053382,1920,1080
198,0,ball,0.3821547329425812,1845.9102269477976,429.6674729957606,0.9614115765353113,0.3978402527738524,1920,1080
199,0,ball,0.28894731402397156,1848.8556887627328,429.43812561435345,0.96294567123059,0.3976278940873643,1920,1080
200,0,ball,0.39815205335617065,1852.1184093810655,429.13109992289094,0.9646450048859716,0.39734361103971383,1920,1080
201,0,ball,0.42111214995384216,1855.3171958878568,428.86910034975745,0.9663110395249254,0.397101018842368,1920,1080
202,0,ball,0.31655946373939514,1858.4377610594825,428.71763720789136,0.9679363338851471,0.396960775192492,1920,1080
203,0,ball,0.3168688416481018,1861.4800158695068,428.5999784362253,0.9695208415987014,0.3968518318853938,1920,1080
204,0,ball,0.3946090340614319,1865.239499353017,428.49135694465997,0.9714789059130297,0.39675125643024073,1920,1080
205,0,ball,0.40907371044158936,1869.337266865686,428.499682012317,0.973613159825878,0.3967589648262195,1920,1080
206,0,ball,0.34781622886657715,1873.5768320784423,428.55629076040213,0.975821266707522,0.39681138033370567,1920,1080
207,0,ball,0.4150618314743042,1877.3797497899811,428.5843972737627,0.9778019530156151,0.39683740488311364,1920,1080
208,0,ball,0.3898394703865051,1880.6929621485833,428.55296973291524,0.9795275844523872,0.39680830530825484,1920,1080
209,0,ball,0.3902786076068878,1883.622734801203,428.42760106918917,0.9810535077089599,0.3966922232122122,1920,1080
210,0,ball,0.367300420999527,1887.023008961268,428.18310934093813,0.9828244838339938,0.39646584198235013,1920,1080
211,0,ball,0.438749223947525,1890.6151034717993,427.88746473296754,0.9846953663915622,0.39619209697496993,1920,1080
212,0,ball,0.42284104228019714,1894.4005282033638,427.6076284571884,0.9866669417725853,0.3959329893122115,1920,1080
213,0,ball,0.39980238676071167,1898.207791971946,427.3043255408856,0.9886498916520553,0.39565215327859776,1920,1080
214,0,ball,0.47149398922920227,1901.5150146539875,427.0765281402094,0.9903724034656185,0.39544122975945317,1920,1080
215,0,ball,0.4722122550010681,1904.408334353964,426.925663200416,0.9918793408093562,0.3953015400003852,1920,1080
216,0,ball,0.4215940237045288,1907.6432862389938,426.82130036893403,0.9935642115828093,0.395204907749013,1920,1080
217,0,ball,0.3813658058643341,1910.9846207780752,426.8159709421973,0.9953044899885808,0.3951999730946271,1920,1080
218,0,ball,0.424843966960907,1913.6155737387685,426.8302482601612,0.9966747779889419,0.3952131928334826,1920,1080
219,0,ball,0.06777406483888626,1915.273247992963,426.8074692882308,0.9975381499963348,0.3951921011928063,1920,1080
220,0,ball,0.1887817680835724,1915.8793921459508,426.9155329442775,0.997853850076016,0.3952921601335903,1920,1080
221,0,ball,0.18740332126617432,1915.6840632168676,426.9707077965207,0.9977521162587852,0.39534324795974135,1920,1080
222,0,ball,0.4490430951118469,1914.7771944066635,426.9352123545949,0.9972797887534706,0.3953103818098101,1920,1080
223,0,ball,0.48645076155662537,1913.2853607304721,426.78440957994246,0.9965027920471209,0.39517074961105786,1920,1080
224,0,ball,0.3981015384197235,1911.3135258492555,426.71215640513987,0.995475794713154,0.3951038485232777,1920,1080
225,0,ball,0.35789093375205994,1909.139895676802,426.63616065367745,0.9943436956650011,0.3950334820867384,1920,1080
226,0,ball,0.40902748703956604,1907.4289158418371,426.5941576148563,0.9934525603342902,0.39499459038412615,1920,1080
227,0,ball,0.41120055317878723,1906.1794633344632,426.61188488479667,0.9928018038200329,0.3950110045229599,1920,1080
228,0,ball,0.45336249470710754,1905.0232113163684,426.67826627308835,0.9921995892272751,0.3950724687713781,1920,1080
229,0,ball,0.4563312232494354,1903.8893319659016,426.71979532685316,0.9916090270655737,0.3951109215989381,1920,1080
230,0,ball,0.4764813184738159,1902.8155428659009,426.68144009066486,0.9910497619093234,0.39507540749135633,1920,1080
231,0,ball,0.4776112735271454,1901.933963141872,426.5894084086844,0.9905906058030584,0.3949901929710041,1920,1080
232,0,ball,0.4847877323627472,1901.2495526004132,426.49421654097836,0.9902341419793819,0.3949020523527577,1920,1080
233,0,ball,0.4871245324611664,1900.7334864855275,426.45217312916054,0.9899653575445455,0.39486312326774126,1920,1080
234,0,ball,0.45783448219299316,1900.2049499266716,426.46705285813283,0.9896900780868081,0.39487690079456744,1920,1080
235,0,ball,0.3899168074131012,1899.6132506424767,426.5285951418974,0.98938190137629,0.39493388439064575,1920,1080
236,0,ball,0.3469962477684021,1899.1023540332715,426.54734246259056,0.9891158093923289,0.39495124302091716,1920,1080
237,0,ball,0.0,1898.7112272317518,426.47141013024617,0.9889120975165374,0.3948809353057835,1920,1080
238,0,ball,0.17914696037769318,1898.39156661246,426.3559405805724,0.9887456076106563,0.39477401905608556,1920,1080
239,0,ball,0.16974391043186188,1898.074104065853,426.26349182754734,0.9885802625342984,0.3946884183588401,1920,1080
240,0,ball,0.24235358834266663,1897.6479165554063,426.19433538148706,0.9883582898726074,0.394624384612488,1920,1080
241,0,ball,0.19193574786186218,1897.1487708174618,426.16467951248495,0.9880983181340947,0.39459692547452313,1920,1080
242,0,ball,0.14179114997386932,1896.6132084491292,426.16212534534105,0.9878193794005881,0.3945945605049454,1920,1080
243,0,ball,0.183616504073143,1896.047192208459,426.1523637867946,0.9875245792752391,0.3945855220248098,1920,1080
244,0,ball,0.1485605239868164,1895.4839650053038,426.1481481155808,0.9872312317735957,0.39458161862553776,1920,1080
245,0,ball,0.0,1894.819875382115,426.2148905661202,0.9868853517615183,0.394643417190852,1920,1080
246,0,ball,0.0,1894.1190142734436,426.33058866396954,0.9865203199340852,0.3947505450592311,1920,1080
247,0,ball,0.0,1893.4606772932034,426.4657065906343,0.9861774360902101,0.3948756542505873,1920,1080
248,0,ball,0.08596166968345642,1892.887952140757,426.60003558425984,0.9858791417399776,0.39500003294838876,1920,1080
